date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:01:50	14/14	---M--	200	added ('OK')	text/plain	etag:%22e-5c01b2e3a6ac3%22	https://preview.colorlib.com/robots.txt		(from )
14:01:51	4198/4198	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Dec%202020%2010:21:42%20GMT	https://preview.colorlib.com/theme/bootstrap/login-form-10/	C:/My%20Web%20Sites/login%201%20clinic/preview.colorlib.com/theme/bootstrap/login-form-10/index.html	(from )
14:01:51	79820/79820	---M-Z	200	added ('OK')	text/css	etag:%22137cc-5b6056d7ac543-gzip%22	https://preview.colorlib.com/theme/bootstrap/login-form-10/fonts/icomoon/style.css	C:/My%20Web%20Sites/login%201%20clinic/preview.colorlib.com/theme/bootstrap/login-form-10/fonts/icomoon/style.css	(from https://preview.colorlib.com/theme/bootstrap/login-form-10/)
14:01:52	3351/3351	---M-Z	200	added ('OK')	text/css	etag:%22d17-5b6056ce8a740-gzip%22	https://preview.colorlib.com/theme/bootstrap/login-form-10/css/owl.carousel.min.css	C:/My%20Web%20Sites/login%201%20clinic/preview.colorlib.com/theme/bootstrap/login-form-10/css/owl.carousel.min.css	(from https://preview.colorlib.com/theme/bootstrap/login-form-10/)
14:01:52	178198/178198	---M-Z	200	added ('OK')	text/css	etag:%222b816-5b6056cd0aaaa-gzip%22	https://preview.colorlib.com/theme/bootstrap/login-form-10/css/bootstrap.min.css	C:/My%20Web%20Sites/login%201%20clinic/preview.colorlib.com/theme/bootstrap/login-form-10/css/bootstrap.min.css	(from https://preview.colorlib.com/theme/bootstrap/login-form-10/)
14:01:53	5095/5095	---M-Z	200	added ('OK')	text/css	etag:%2213e7-5b6056cebc41f-gzip%22	https://preview.colorlib.com/theme/bootstrap/login-form-10/css/style.css	C:/My%20Web%20Sites/login%201%20clinic/preview.colorlib.com/theme/bootstrap/login-form-10/css/style.css	(from https://preview.colorlib.com/theme/bootstrap/login-form-10/)
14:01:53	24/24	---M--	400	error ('Bad%20Request')	text/plain	date:Sun,%2006%20Aug%202023%2011:01:53%20GMT	https://preview.colorlib.com/cdn-cgi/zaraz/s.js?z=	C:/My%20Web%20Sites/login%201%20clinic/preview.colorlib.com/cdn-cgi/zaraz/sd0d9.js	(from https://preview.colorlib.com/theme/bootstrap/login-form-10/)
14:01:53	86926/86926	---M-Z	200	added ('OK')	application/javascript	etag:%221538e-5b6056da09cb3-gzip%22	https://preview.colorlib.com/theme/bootstrap/login-form-10/js/jquery-3.3.1.min.js	C:/My%20Web%20Sites/login%201%20clinic/preview.colorlib.com/theme/bootstrap/login-form-10/js/jquery-3.3.1.min.js	(from https://preview.colorlib.com/theme/bootstrap/login-form-10/)
14:01:53	21003/21003	---M-Z	200	added ('OK')	application/javascript	etag:%22520b-5b6056dae96cd-gzip%22	https://preview.colorlib.com/theme/bootstrap/login-form-10/js/popper.min.js	C:/My%20Web%20Sites/login%201%20clinic/preview.colorlib.com/theme/bootstrap/login-form-10/js/popper.min.js	(from https://preview.colorlib.com/theme/bootstrap/login-form-10/)
14:01:53	58072/58072	---M-Z	200	added ('OK')	application/javascript	etag:%22e2d8-5b6056d976557-gzip%22	https://preview.colorlib.com/theme/bootstrap/login-form-10/js/bootstrap.min.js	C:/My%20Web%20Sites/login%201%20clinic/preview.colorlib.com/theme/bootstrap/login-form-10/js/bootstrap.min.js	(from https://preview.colorlib.com/theme/bootstrap/login-form-10/)
